# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=2) -> e + H2(d3Pu) (dissociative excitation)
# Initial-state energy: -1.12766 Hartrees
#
# Threshold: 1.55679E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.55679E+01   0.00000E+00
  1.60000E+01   1.03215E-03
  1.65000E+01   4.37151E-03
  1.70000E+01   7.89322E-03
  1.75000E+01   1.04926E-02
  1.80000E+01   1.25028E-02
  1.85000E+01   1.34038E-02
  1.90000E+01   1.38592E-02
  1.95000E+01   1.40693E-02
  2.00000E+01   1.40961E-02
  2.10000E+01   1.38163E-02
  2.20000E+01   1.32198E-02
  2.30000E+01   1.25503E-02
  2.40000E+01   1.18363E-02
  2.50000E+01   1.10993E-02
  2.60000E+01   1.03850E-02
  2.70000E+01   9.70277E-03
  2.80000E+01   9.05902E-03
  2.90000E+01   8.45641E-03
  3.00000E+01   7.89525E-03
  3.50000E+01   5.64923E-03
  4.00000E+01   4.17646E-03
  4.50000E+01   3.15972E-03
  5.00000E+01   2.44379E-03
  6.00000E+01   1.54748E-03
  7.00000E+01   1.04175E-03
  8.00000E+01   7.35364E-04
  9.00000E+01   5.38945E-04
  1.00000E+02   4.07159E-04
  1.25000E+02   2.23369E-04
  1.50000E+02   1.36004E-04
