# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=2) -> e + H2(g3Sg) (dissociative excitation)
# Initial-state energy: -1.12766 Hartrees
#
# Threshold: 1.55679E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.55679E+01   0.00000E+00
  1.60000E+01   2.15484E-04
  1.65000E+01   8.74284E-04
  1.70000E+01   1.60728E-03
  1.75000E+01   1.99075E-03
  1.80000E+01   2.19093E-03
  1.85000E+01   2.24451E-03
  1.90000E+01   2.24589E-03
  1.95000E+01   2.20905E-03
  2.00000E+01   2.14475E-03
  2.10000E+01   1.94842E-03
  2.20000E+01   1.76656E-03
  2.30000E+01   1.59797E-03
  2.40000E+01   1.47618E-03
  2.50000E+01   1.33676E-03
  2.60000E+01   1.21242E-03
  2.70000E+01   1.10142E-03
  2.80000E+01   1.00265E-03
  2.90000E+01   9.14799E-04
  3.00000E+01   8.36545E-04
  3.50000E+01   5.52593E-04
  4.00000E+01   3.82902E-04
  4.50000E+01   2.75924E-04
  5.00000E+01   2.05322E-04
  6.00000E+01   1.22700E-04
  7.00000E+01   7.97723E-05
  8.00000E+01   5.73576E-05
  9.00000E+01   4.56687E-05
  1.00000E+02   3.84827E-05
  1.25000E+02   3.38323E-05
  1.50000E+02   3.54697E-05
