# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=2) -> e + H2(b3Su) (dissociative excitation)
# Initial-state energy: -1.12766 Hartrees
#
# Threshold: 3.47357E+00 eV
#
# Energy (eV)   CS (a_0^2)
  3.47357E+00   0.00000E+00
  3.50000E+00   1.10797E-09
  4.00000E+00   2.43951E-08
  4.50000E+00   1.65423E-04
  5.00000E+00   1.32285E-03
  5.50000E+00   1.78810E-02
  6.00000E+00   1.24982E-01
  6.50000E+00   3.62935E-01
  7.00000E+00   8.83152E-01
  7.50000E+00   1.31209E+00
  8.00000E+00   1.54454E+00
  8.50000E+00   1.72583E+00
  9.00000E+00   1.79767E+00
  9.50000E+00   1.93595E+00
  1.00000E+01   2.00638E+00
  1.05000E+01   1.97030E+00
  1.10000E+01   1.91308E+00
  1.15000E+01   1.86548E+00
  1.20000E+01   1.83718E+00
  1.25000E+01   1.83504E+00
  1.30000E+01   1.83470E+00
  1.35000E+01   1.76556E+00
  1.40000E+01   1.64737E+00
  1.45000E+01   1.54155E+00
  1.50000E+01   1.44178E+00
  1.55000E+01   1.36145E+00
  1.60000E+01   1.29054E+00
  1.65000E+01   1.22575E+00
  1.70000E+01   1.16379E+00
  1.75000E+01   1.10247E+00
  1.80000E+01   1.04260E+00
  1.85000E+01   9.85338E-01
  1.90000E+01   9.31871E-01
  1.95000E+01   8.83370E-01
  2.00000E+01   8.41010E-01
  2.10000E+01   7.67532E-01
  2.20000E+01   7.02097E-01
  2.30000E+01   6.43811E-01
  2.40000E+01   5.91782E-01
  2.50000E+01   5.45117E-01
  2.60000E+01   5.02924E-01
  2.70000E+01   4.64310E-01
  2.80000E+01   4.28382E-01
  2.90000E+01   3.94247E-01
  3.00000E+01   3.61014E-01
  3.50000E+01   2.43562E-01
  4.00000E+01   1.79401E-01
  4.50000E+01   1.32714E-01
  5.00000E+01   1.04777E-01
  6.00000E+01   7.20705E-02
  7.00000E+01   5.23732E-02
  8.00000E+01   4.41780E-02
  9.00000E+01   3.39495E-02
  1.00000E+02   2.51513E-02
  1.25000E+02   1.19547E-02
  1.50000E+02   6.43754E-03
