# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=2) -> e + H2(j3Dg) (dissociative excitation)
# Initial-state energy: -1.12766 Hartrees
#
# Threshold: 1.55679E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.55679E+01   0.00000E+00
  1.60000E+01   1.87934E-04
  1.65000E+01   9.08242E-04
  1.70000E+01   1.86027E-03
  1.75000E+01   2.46657E-03
  1.80000E+01   2.56480E-03
  1.85000E+01   2.84902E-03
  1.90000E+01   2.75966E-03
  1.95000E+01   2.65966E-03
  2.00000E+01   2.53965E-03
  2.10000E+01   2.30163E-03
  2.20000E+01   2.07557E-03
  2.30000E+01   1.86781E-03
  2.40000E+01   1.68347E-03
  2.50000E+01   1.52350E-03
  2.60000E+01   1.38021E-03
  2.70000E+01   1.25306E-03
  2.80000E+01   1.14040E-03
  2.90000E+01   1.04050E-03
  3.00000E+01   9.51719E-04
  3.50000E+01   6.30978E-04
  4.00000E+01   4.40507E-04
  4.50000E+01   3.19695E-04
  5.00000E+01   2.39444E-04
  6.00000E+01   1.44623E-04
  7.00000E+01   9.41397E-05
  8.00000E+01   6.47868E-05
  9.00000E+01   4.65422E-05
  1.00000E+02   3.45954E-05
  1.25000E+02   1.84188E-05
  1.50000E+02   1.09849E-05
