# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=2) -> e + H2(e3Su) (dissociative excitation)
# Initial-state energy: -1.12766 Hartrees
#
# Threshold: 1.36782E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.36782E+01   0.00000E+00
  1.40000E+01   5.57584E-05
  1.45000E+01   8.04998E-04
  1.50000E+01   2.09529E-03
  1.55000E+01   6.08478E-03
  1.60000E+01   1.48727E-02
  1.65000E+01   2.33152E-02
  1.70000E+01   2.86600E-02
  1.75000E+01   3.17182E-02
  1.80000E+01   3.34110E-02
  1.85000E+01   3.33559E-02
  1.90000E+01   3.30203E-02
  1.95000E+01   3.24242E-02
  2.00000E+01   3.15152E-02
  2.10000E+01   2.93493E-02
  2.20000E+01   2.75113E-02
  2.30000E+01   2.55818E-02
  2.40000E+01   2.37171E-02
  2.50000E+01   2.19394E-02
  2.60000E+01   2.02833E-02
  2.70000E+01   1.87545E-02
  2.80000E+01   1.73511E-02
  2.90000E+01   1.60670E-02
  3.00000E+01   1.48940E-02
  3.50000E+01   1.03912E-02
  4.00000E+01   7.49197E-03
  4.50000E+01   5.56608E-03
  5.00000E+01   4.24406E-03
  6.00000E+01   2.62942E-03
  7.00000E+01   1.74176E-03
  8.00000E+01   1.21381E-03
  9.00000E+01   8.80217E-04
  1.00000E+02   6.59033E-04
  1.25000E+02   3.55227E-04
  1.50000E+02   2.13473E-04
