# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=1) -> e + H2(EF1Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  1  1.17837E+01    5.94700E-02   6.46820E-01  -1.83250E+00   2.24350E+00  -9.69550E-02  -4.35030E-01
   1 <-  1  1.18056E+01   -6.63700E-07   7.52820E-07  -2.17880E-06   2.85380E-06  -5.98420E-07  -2.01150E-07
   2 <-  1  1.19537E+01   -3.42540E-09   2.76440E-06  -8.87410E-06   1.56610E-05  -1.29730E-05   6.48930E-06
   3 <-  1  1.20724E+01   -7.99140E-05   1.94050E-01  -7.01290E-01   1.55430E+00  -1.83470E+00   1.05940E+00
   4 <-  1  1.20948E+01    2.62770E-06   6.84240E-04  -2.55970E-03   5.96950E-03  -7.42950E-03   4.34380E-03
   5 <-  1  1.22276E+01   -6.17950E-07   2.54060E-04  -1.31240E-03   4.20140E-03  -6.56020E-03   3.96220E-03
   6 <-  1  1.23236E+01    9.30380E-06   6.37480E-03  -5.43020E-02   2.20700E-01  -3.81130E-01   2.30720E-01
   7 <-  1  1.23609E+01    5.73350E-06   7.71660E-04  -9.57450E-03   4.28310E-02  -7.59490E-02   4.57740E-02
   8 <-  1  1.24675E+01    2.58370E-02  -1.67380E-03   1.20750E-02  -4.08860E-02   6.45460E-02  -3.50030E-02
   9 <-  1  1.25512E+01    6.57190E-02  -7.60160E-03   6.70760E-02  -2.39000E-01   3.80800E-01  -2.01220E-01
  10 <-  1  1.26282E+01    7.28220E-02  -4.58190E-03   6.89040E-02  -2.70760E-01   4.45110E-01  -2.31030E-01
  11 <-  1  1.27192E+01    6.91610E-02   2.22630E-03   4.49550E-02  -2.17240E-01   3.77500E-01  -1.90440E-01
  12 <-  1  1.28088E+01    6.66970E-02   1.34530E-02   1.26660E-02  -1.62530E-01   3.26310E-01  -1.56980E-01
  13 <-  1  1.28953E+01    5.31840E-02   2.73020E-02  -3.88350E-02  -4.39340E-02   1.77990E-01  -7.39470E-02
  14 <-  1  1.29820E+01    2.98010E-02   3.70920E-02  -8.30100E-02   7.52900E-02   1.19750E-02   1.62780E-02
  15 <-  1  1.30684E+01   -7.56900E-05   4.17540E-02  -1.04890E-01   1.40100E-01  -8.61500E-02   7.29600E-02
  16 <-  1  1.31531E+01   -7.49870E-05   4.29440E-02  -1.13230E-01   1.76930E-01  -1.53920E-01   1.16290E-01
  17 <-  1  1.32359E+01   -4.00310E-07   4.23280E-02  -1.13600E-01   1.89660E-01  -1.84900E-01   1.37020E-01
  18 <-  1  1.33168E+01   -1.23400E-05   4.02740E-02  -1.11710E-01   2.03040E-01  -2.20160E-01   1.57960E-01
  19 <-  1  1.33959E+01   -8.15410E-07   3.74480E-02  -1.06470E-01   2.05420E-01  -2.37070E-01   1.66960E-01
  20 <-  1  1.34730E+01    7.38810E-06   3.43610E-02  -9.86410E-02   1.96050E-01  -2.33020E-01   1.63260E-01
  21 <-  1  1.35478E+01    6.38450E-07   3.10270E-02  -8.70850E-02   1.69270E-01  -1.98540E-01   1.41840E-01
  22 <-  1  1.36202E+01   -5.57760E-06   2.76450E-02  -7.48550E-02   1.38710E-01  -1.56720E-01   1.15780E-01
  23 <-  1  1.36902E+01    6.22770E-06   2.42120E-02  -6.11200E-02   1.00420E-01  -1.01130E-01   8.17320E-02
  24 <-  1  1.37576E+01    1.45660E-05   2.09520E-02  -4.81160E-02   6.39780E-02  -4.81400E-02   4.92790E-02
  25 <-  1  1.38223E+01    1.86020E-05   1.81000E-02  -3.85470E-02   4.09170E-02  -1.68600E-02   2.91530E-02
  26 <-  1  1.38841E+01    1.68690E-04   1.55210E-02  -3.01440E-02   2.10690E-02   9.85420E-03   1.17190E-02
  27 <-  1  1.39425E+01    1.84340E-02   1.20010E-02  -1.81460E-02  -5.02640E-03   4.13640E-02  -6.50030E-03
  28 <-  1  1.39973E+01    2.55950E-02   8.77490E-03  -7.52700E-03  -2.71610E-02   6.71550E-02  -2.15040E-02
  29 <-  1  1.40476E+01    3.08550E-02   5.74370E-03   2.19380E-03  -4.67810E-02   8.93000E-02  -3.44560E-02
  30 <-  1  1.40924E+01    3.49240E-02   2.86300E-03   1.09910E-02  -6.35090E-02   1.07130E-01  -4.51440E-02
  31 <-  1  1.41298E+01    3.57520E-02   6.68960E-04   1.56630E-02  -6.79590E-02   1.07690E-01  -4.73850E-02
  32 <-  1  1.41565E+01    2.96300E-02  -2.54020E-04   1.20140E-02  -4.70460E-02   7.24480E-02  -3.25020E-02
  DE <-  1  1.41652E+01    3.21740E-01  -3.16880E-01   1.88430E+00  -5.52010E+00   7.61500E+00  -3.62950E+00
