# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=1) -> e + H2(B1Su) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  1  1.06667E+01    4.81700E-01   2.92260E-01  -1.67830E+00   4.18520E+00  -4.41620E+00   1.81020E+00
   1 <-  1  1.08305E+01    7.22770E-01   7.32500E-01  -4.14020E+00   1.01790E+01  -1.07040E+01   4.37210E+00
   2 <-  1  1.09898E+01    8.16260E-01   1.03230E+00  -5.75760E+00   1.39720E+01  -1.46240E+01   5.94150E+00
   3 <-  1  1.11447E+01    7.90170E-01   1.04800E+00  -5.78810E+00   1.38750E+01  -1.44240E+01   5.81290E+00
   4 <-  1  1.12954E+01    6.86330E-01   8.27750E-01  -4.54940E+00   1.07790E+01  -1.10910E+01   4.41630E+00
   5 <-  1  1.14420E+01    5.41430E-01   5.22270E-01  -2.87540E+00   6.75120E+00  -6.87350E+00   2.70100E+00
   6 <-  1  1.15845E+01    3.83830E-01   2.54290E-01  -1.41970E+00   3.32120E+00  -3.35150E+00   1.30070E+00
   7 <-  1  1.17230E+01    2.34370E-01   7.77180E-02  -4.58360E-01   1.07690E+00  -1.06720E+00   4.04050E-01
   8 <-  1  1.18576E+01    1.00190E-01   4.56700E-03  -4.42960E-02   1.13230E-01  -1.07570E-01   3.78780E-02
   9 <-  1  1.19883E+01    2.51080E-06   4.91200E-03  -1.92790E-02   3.93790E-02  -4.04510E-02   1.64650E-02
  10 <-  1  1.21153E+01    9.96680E-02   4.64500E-02  -2.13530E-01   4.61050E-01  -4.61710E-01   1.78660E-01
  11 <-  1  1.22385E+01    1.72900E-01   9.58060E-02  -4.59360E-01   9.99980E-01  -9.86650E-01   3.73800E-01
  12 <-  1  1.23580E+01    2.28830E-01   1.35150E-01  -6.64840E-01   1.45340E+00  -1.41910E+00   5.29490E-01
  13 <-  1  1.24739E+01    2.69450E-01   1.58150E-01  -7.96050E-01   1.75210E+00  -1.70350E+00   6.30440E-01
  14 <-  1  1.25862E+01    2.99060E-01   1.60550E-01  -8.28810E-01   1.83370E+00  -1.76540E+00   6.43590E-01
  15 <-  1  1.26951E+01    3.18610E-01   1.48150E-01  -7.89130E-01   1.75900E+00  -1.67600E+00   6.00910E-01
  16 <-  1  1.28005E+01    3.29400E-01   1.27520E-01  -7.07110E-01   1.59500E+00  -1.50770E+00   5.32610E-01
  17 <-  1  1.29026E+01    3.32780E-01   1.04200E-01  -6.08270E-01   1.39650E+00  -1.31550E+00   4.60060E-01
  18 <-  1  1.30014E+01    3.30590E-01   8.07150E-02  -5.03810E-01   1.18250E+00  -1.11050E+00   3.84160E-01
  19 <-  1  1.30969E+01    3.24530E-01   5.82150E-02  -3.99030E-01   9.59840E-01  -8.92240E-01   3.01700E-01
  20 <-  1  1.31893E+01    3.14830E-01   3.99510E-02  -3.10350E-01   7.68910E-01  -7.07740E-01   2.33460E-01
  21 <-  1  1.32785E+01    3.02200E-01   2.66590E-02  -2.42040E-01   6.19990E-01  -5.67780E-01   1.83740E-01
  22 <-  1  1.33646E+01    2.87510E-01   1.76750E-02  -1.91660E-01   5.07270E-01  -4.64230E-01   1.48350E-01
  23 <-  1  1.34476E+01    2.71420E-01   1.22770E-02  -1.56550E-01   4.25330E-01  -3.90780E-01   1.24420E-01
  24 <-  1  1.35275E+01    2.54820E-01   8.95790E-03  -1.30150E-01   3.58870E-01  -3.29000E-01   1.03520E-01
  25 <-  1  1.36043E+01    2.37880E-01   7.54910E-03  -1.12450E-01   3.10120E-01  -2.83660E-01   8.84770E-02
  26 <-  1  1.36780E+01    2.20850E-01   7.53400E-03  -1.01510E-01   2.75920E-01  -2.52340E-01   7.86210E-02
  27 <-  1  1.37485E+01    2.03930E-01   8.41490E-03  -9.53810E-02   2.52790E-01  -2.32060E-01   7.30000E-02
  28 <-  1  1.38157E+01    1.87360E-01   9.62300E-03  -9.15940E-02   2.35450E-01  -2.17200E-01   6.92780E-02
  29 <-  1  1.38794E+01    1.71290E-01   1.07640E-02  -8.84030E-02   2.20170E-01  -2.03890E-01   6.58850E-02
  30 <-  1  1.39392E+01    1.55580E-01   1.17570E-02  -8.55330E-02   2.06970E-01  -1.92990E-01   6.34980E-02
  31 <-  1  1.39947E+01    1.40500E-01   1.19820E-02  -7.99340E-02   1.88210E-01  -1.75190E-01   5.78510E-02
  32 <-  1  1.40451E+01    1.25420E-01   1.16770E-02  -7.27680E-02   1.67440E-01  -1.55800E-01   5.17300E-02
  33 <-  1  1.40892E+01    1.09670E-01   1.06120E-02  -6.28140E-02   1.41870E-01  -1.32040E-01   4.40780E-02
  34 <-  1  1.41251E+01    9.16910E-02   8.50870E-03  -4.85470E-02   1.08120E-01  -1.00640E-01   3.37360E-02
  35 <-  1  1.41498E+01    6.74270E-02   5.04840E-03  -2.81510E-02   6.21260E-02  -5.78340E-02   1.94380E-02
  36 <-  1  1.41606E+01    3.54160E-02   1.44960E-03  -8.00720E-03   1.76030E-02  -1.63870E-02   5.51370E-03
  37 <-  1  1.41636E+01    2.05040E-02   4.91240E-04  -2.70670E-03   5.94430E-03  -5.53370E-03   1.86260E-03
  38 <-  1  1.41647E+01    1.24440E-02   1.81700E-04  -1.00020E-03   2.19570E-03  -2.04410E-03   6.88100E-04
  39 <-  1  1.41651E+01    8.04080E-03   7.59630E-05  -4.18020E-04   9.17560E-04  -8.54190E-04   2.87560E-04
  DE <-  1  1.41652E+01    2.95100E-01   2.91900E-01  -1.40810E+00   2.93020E+00  -2.81850E+00   1.01320E+00
