# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=1) -> e + H2(b3Su) (dissociative excitation)
# Initial-state energy: -1.14556 Hartrees
#
# Threshold: 3.96072E+00 eV
#
# Energy (eV)   CS (a_0^2)
  3.96072E+00   0.00000E+00
  4.00000E+00   1.95474E-11
  4.50000E+00   1.08812E-07
  5.00000E+00   8.68864E-07
  5.50000E+00   2.08965E-04
  6.00000E+00   1.66188E-03
  6.50000E+00   1.23005E-02
  7.00000E+00   7.89450E-02
  7.50000E+00   2.00013E-01
  8.00000E+00   5.67786E-01
  8.50000E+00   9.79471E-01
  9.00000E+00   1.29256E+00
  9.50000E+00   1.52526E+00
  1.00000E+01   1.58829E+00
  1.05000E+01   1.62734E+00
  1.10000E+01   1.63651E+00
  1.15000E+01   1.68239E+00
  1.20000E+01   1.73965E+00
  1.25000E+01   1.76545E+00
  1.30000E+01   1.77405E+00
  1.35000E+01   1.69759E+00
  1.40000E+01   1.57491E+00
  1.45000E+01   1.48534E+00
  1.50000E+01   1.40431E+00
  1.55000E+01   1.33189E+00
  1.60000E+01   1.26473E+00
  1.65000E+01   1.20198E+00
  1.70000E+01   1.14276E+00
  1.75000E+01   1.08561E+00
  1.80000E+01   1.03018E+00
  1.85000E+01   9.77307E-01
  1.90000E+01   9.27808E-01
  1.95000E+01   8.82512E-01
  2.00000E+01   8.42245E-01
  2.10000E+01   7.70634E-01
  2.20000E+01   7.05345E-01
  2.30000E+01   6.45828E-01
  2.40000E+01   5.91538E-01
  2.50000E+01   5.41926E-01
  2.60000E+01   4.96446E-01
  2.70000E+01   4.54550E-01
  2.80000E+01   4.15691E-01
  2.90000E+01   3.79322E-01
  3.00000E+01   3.44895E-01
  3.50000E+01   2.29335E-01
  4.00000E+01   1.69477E-01
  4.50000E+01   1.24400E-01
  5.00000E+01   9.74387E-02
  6.00000E+01   6.60071E-02
  7.00000E+01   4.74033E-02
  8.00000E+01   4.00254E-02
  9.00000E+01   3.07743E-02
  1.00000E+02   2.29897E-02
  1.25000E+02   1.12046E-02
  1.50000E+02   6.02829E-03
