# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=1) -> e + H2(c3Pu) (dissociative excitation)
# Initial-state energy: -1.14556 Hartrees
#
# Threshold: 1.41652E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.41652E+01   0.00000E+00
  1.45000E+01   1.53140E-03
  1.50000E+01   5.34153E-03
  1.55000E+01   8.27740E-03
  1.60000E+01   1.02277E-02
  1.65000E+01   1.14558E-02
  1.70000E+01   1.22007E-02
  1.75000E+01   1.26144E-02
  1.80000E+01   1.27968E-02
  1.85000E+01   1.28229E-02
  1.90000E+01   1.27289E-02
  1.95000E+01   1.25494E-02
  2.00000E+01   1.23111E-02
  2.10000E+01   1.17234E-02
  2.20000E+01   1.10565E-02
  2.30000E+01   1.03687E-02
  2.40000E+01   9.69260E-03
  2.50000E+01   9.04311E-03
  2.60000E+01   8.42864E-03
  2.70000E+01   7.85375E-03
  2.80000E+01   7.31937E-03
  2.90000E+01   6.82459E-03
  3.00000E+01   6.36777E-03
  3.50000E+01   4.56878E-03
  4.00000E+01   3.36795E-03
  4.50000E+01   2.54810E-03
  5.00000E+01   1.97287E-03
  6.00000E+01   1.25331E-03
  7.00000E+01   8.46492E-04
  8.00000E+01   5.99422E-04
  9.00000E+01   4.40435E-04
  1.00000E+02   3.33517E-04
  1.25000E+02   1.83927E-04
  1.50000E+02   1.12491E-04
