# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=1) -> e + H2(e3Su) (dissociative excitation)
# Initial-state energy: -1.14556 Hartrees
#
# Threshold: 1.41652E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.41652E+01   0.00000E+00
  1.45000E+01   3.22811E-04
  1.50000E+01   2.66915E-03
  1.55000E+01   1.50095E-02
  1.60000E+01   2.74254E-02
  1.65000E+01   3.52797E-02
  1.70000E+01   3.94392E-02
  1.75000E+01   4.14626E-02
  1.80000E+01   4.22540E-02
  1.85000E+01   4.19109E-02
  1.90000E+01   4.11752E-02
  1.95000E+01   4.01599E-02
  2.00000E+01   3.90765E-02
  2.10000E+01   3.67453E-02
  2.20000E+01   3.39762E-02
  2.30000E+01   3.13483E-02
  2.40000E+01   2.88909E-02
  2.50000E+01   2.66077E-02
  2.60000E+01   2.45103E-02
  2.70000E+01   2.25939E-02
  2.80000E+01   2.08483E-02
  2.90000E+01   1.92610E-02
  3.00000E+01   1.78184E-02
  3.50000E+01   1.23385E-02
  4.00000E+01   8.85263E-03
  4.50000E+01   6.55433E-03
  5.00000E+01   4.98480E-03
  6.00000E+01   3.07744E-03
  7.00000E+01   2.03376E-03
  8.00000E+01   1.41495E-03
  9.00000E+01   1.02481E-03
  1.00000E+02   7.66566E-04
  1.25000E+02   4.12525E-04
  1.50000E+02   2.47661E-04
