# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=1) -> e + H2(a3Sg) (dissociative excitation)
# Initial-state energy: -1.14556 Hartrees
#
# Threshold: 1.41652E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.41652E+01   0.00000E+00
  1.45000E+01   1.21234E-03
  1.50000E+01   2.97723E-03
  1.55000E+01   3.54128E-03
  1.60000E+01   3.90633E-03
  1.65000E+01   4.21175E-03
  1.70000E+01   4.35212E-03
  1.75000E+01   4.89973E-03
  1.80000E+01   4.93613E-03
  1.85000E+01   4.97143E-03
  1.90000E+01   4.98160E-03
  1.95000E+01   4.93808E-03
  2.00000E+01   4.85095E-03
  2.10000E+01   4.57366E-03
  2.20000E+01   4.24981E-03
  2.30000E+01   3.91444E-03
  2.40000E+01   3.58691E-03
  2.50000E+01   3.27707E-03
  2.60000E+01   2.98971E-03
  2.70000E+01   2.72619E-03
  2.80000E+01   2.48626E-03
  2.90000E+01   2.26879E-03
  3.00000E+01   2.07208E-03
  3.50000E+01   1.33900E-03
  4.00000E+01   9.09913E-04
  4.50000E+01   6.52861E-04
  5.00000E+01   4.83777E-04
  6.00000E+01   2.86480E-04
  7.00000E+01   1.83206E-04
  8.00000E+01   1.24089E-04
  9.00000E+01   8.78715E-05
  1.00000E+02   6.44693E-05
  1.25000E+02   3.33767E-05
  1.50000E+02   1.94529E-05
