# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=8) -> e + H2(J1Dg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  8  1.06116E+01    6.41730E-06   8.50460E-05  -1.37220E-03   6.46440E-03  -1.14390E-02   6.76970E-03
   1 <-  8  1.08869E+01   -5.85860E-07   5.02060E-05  -5.39310E-04   2.76310E-03  -5.09130E-03   3.01030E-03
   2 <-  8  1.11469E+01   -2.53160E-06   3.62910E-03  -1.70320E-02   8.65950E-02  -1.61210E-01   1.02720E-01
   3 <-  8  1.13879E+01    3.86090E-05   5.92310E-02  -3.65860E-01   1.72650E+00  -3.09240E+00   1.93000E+00
   4 <-  8  1.16162E+01    3.60720E-05   8.80790E-02  -3.53310E-01   1.78800E+00  -3.34270E+00   2.17120E+00
   5 <-  8  1.18308E+01    6.94170E-06   1.25690E-03  -1.77650E-02   7.86420E-02  -1.35960E-01   8.05710E-02
   6 <-  8  1.20311E+01   -2.42610E-06   2.05270E-02  -8.76070E-02   4.39470E-01  -8.19540E-01   5.33320E-01
   7 <-  8  1.22171E+01   -7.64270E-07   1.71930E-02  -9.40200E-02   4.37390E-01  -7.81980E-01   4.95800E-01
   8 <-  8  1.23894E+01   -5.23180E-06   1.66010E-03  -6.29580E-03   2.88040E-02  -5.12270E-02   3.38110E-02
   9 <-  8  1.25472E+01    1.38520E-07   1.18220E-03  -9.11390E-03   4.20750E-02  -7.43310E-02   4.58490E-02
  10 <-  8  1.26912E+01   -8.47390E-07   5.10980E-03  -3.01470E-02   1.40450E-01  -2.48770E-01   1.55920E-01
  11 <-  8  1.28205E+01   -1.81660E-06   5.78970E-03  -2.56710E-02   1.23870E-01  -2.22810E-01   1.42960E-01
  12 <-  8  1.29349E+01    4.51630E-06   4.10700E-03  -1.08980E-02   5.83270E-02  -1.09340E-01   7.36270E-02
  13 <-  8  1.30335E+01    5.61460E-07   2.28030E-03  -1.74410E-03   1.53570E-02  -3.26340E-02   2.45390E-02
  14 <-  8  1.31151E+01    6.00050E-07   1.05950E-03   1.52620E-03  -1.97920E-03  -1.42260E-04   2.56440E-03
  15 <-  8  1.31783E+01    1.05890E-02   3.20730E-05   3.34100E-03  -8.45730E-03   1.05220E-02  -4.51620E-03
  16 <-  8  1.32209E+01    9.35120E-03  -1.55670E-04   2.21310E-03  -5.71010E-03   7.32040E-03  -3.44590E-03
  17 <-  8  1.32410E+01    4.82220E-03  -4.92190E-05   5.73240E-04  -1.48000E-03   1.90640E-03  -9.16270E-04
  18 <-  8  1.32438E+01    1.11350E-03  -2.66360E-06   3.04940E-05  -7.87100E-05   1.01430E-04  -4.88670E-05
  DE <-  8  1.32439E+01    5.43040E-02   5.44690E-03   1.23830E-01  -4.25520E-01   7.51510E-01  -4.75810E-01
