# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=2) -> e + H2(H1Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  2  1.30082E+01    2.50170E-01  -1.05840E-01   7.96640E-01  -1.99970E+00   2.46840E+00  -1.12030E+00
   1 <-  2  1.32832E+01    2.11830E-03  -1.76700E-05   1.41240E-04  -4.99760E-04   7.67820E-04  -4.01300E-04
   2 <-  2  1.35323E+01    1.16310E-01  -2.23270E-02   1.63850E-01  -3.96100E-01   4.72080E-01  -2.04550E-01
   3 <-  2  1.37492E+01    1.30210E-01  -3.10950E-02   2.15110E-01  -5.21910E-01   6.18860E-01  -2.64830E-01
   4 <-  2  1.39492E+01    1.44880E-01  -6.16950E-02   3.63550E-01  -9.79960E-01   1.25660E+00  -5.79120E-01
   5 <-  2  1.41379E+01    3.64970E-02   2.38270E-03  -5.23630E-03   3.99310E-02  -7.76820E-02   4.79890E-02
   6 <-  2  1.42346E+01    7.68570E-14  -1.67950E-26   4.93750E-26  -7.37280E-26   6.21890E-26  -2.11330E-26
   7 <-  2  1.42788E+01    4.94260E-16   1.04660E-25  -1.06440E-24   3.68580E-24  -5.01670E-24   2.34150E-24
   8 <-  2  1.43110E+01   -7.32860E-06   9.99630E-04  -4.58080E-03   1.69990E-02  -2.71670E-02   1.51540E-02
   9 <-  2  1.43232E+01    1.00650E-11  -2.41470E-22   1.21020E-21  -2.79820E-21   3.29940E-21  -1.40850E-21
  10 <-  2  1.43656E+01    9.15850E-12   2.68790E-22  -2.58740E-21   9.54850E-21  -1.37670E-20   7.01200E-21
  11 <-  2  1.44059E+01    6.52270E-15   1.59470E-21  -1.02700E-20   3.92620E-20  -6.51870E-20   3.79890E-20
  12 <-  2  1.44448E+01    4.86400E-13   3.34830E-19  -2.44200E-18   9.94470E-18  -1.42300E-17   6.39260E-18
  13 <-  2  1.44680E+01    7.25600E-03  -9.73860E-05   6.75140E-04  -1.77060E-03   2.52930E-03  -1.36100E-03
  14 <-  2  1.44821E+01    1.05460E-08  -2.70060E-16   1.67100E-15  -4.42160E-15   5.92780E-15  -2.93470E-15
  15 <-  2  1.45182E+01    2.93090E-08  -2.08880E-15   1.26880E-14  -3.25710E-14   4.17450E-14  -1.96420E-14
  16 <-  2  1.45531E+01    1.58160E-07  -5.43340E-14   3.38530E-13  -8.34020E-13   1.03490E-12  -4.72540E-13
  17 <-  2  1.45869E+01    1.64430E-06  -5.33610E-12   3.40310E-11  -8.06200E-11   9.67470E-11  -4.27100E-11
  18 <-  2  1.46072E+01    2.61100E-02  -1.27930E-03   8.26470E-03  -1.91440E-02   2.25060E-02  -9.71830E-03
  19 <-  2  1.46198E+01    1.14230E-05  -2.37820E-10   1.54810E-09  -3.53760E-09   4.10530E-09  -1.74730E-09
  20 <-  2  1.46519E+01    1.61500E-05  -4.44570E-10   2.94650E-09  -6.51250E-09   7.30910E-09  -2.99010E-09
  21 <-  2  1.46830E+01    5.97110E-05  -5.74900E-09   3.86890E-08  -8.29890E-08   9.01620E-08  -3.53750E-08
  22 <-  2  1.47132E+01    5.69720E-04  -5.06280E-07   3.43740E-06  -7.22550E-06   7.66030E-06  -2.90240E-06
  23 <-  2  1.47254E+01    3.28070E-02  -1.63950E-03   1.12080E-02  -2.32380E-02   2.42430E-02  -8.97640E-03
  24 <-  2  1.47424E+01    1.32230E-03  -2.56290E-06   1.77240E-05  -3.59180E-05   3.64630E-05  -1.29610E-05
  25 <-  2  1.47705E+01    1.91400E-03  -4.33420E-06   3.22510E-05  -5.71480E-05   4.83550E-05  -1.20750E-05
  26 <-  2  1.47963E+01    7.36930E-03  -7.98960E-05   5.50430E-04  -1.10960E-03   1.11200E-03  -3.84520E-04
  27 <-  2  1.48126E+01    2.55790E-02  -1.02790E-03   6.93090E-03  -1.44470E-02   1.50060E-02  -5.46090E-03
  28 <-  2  1.48273E+01    1.89980E-02  -5.95070E-04   3.95130E-03  -8.42910E-03   8.96230E-03  -3.36390E-03
  29 <-  2  1.48497E+01    1.67210E-02  -5.20330E-04   3.33430E-03  -7.52120E-03   8.43850E-03  -3.38660E-03
  30 <-  2  1.48713E+01    2.01270E-02  -8.25320E-04   5.15900E-03  -1.20860E-02   1.40190E-02  -5.84200E-03
  31 <-  2  1.48920E+01    2.46930E-02  -1.44940E-03   8.72260E-03  -2.16850E-02   2.64130E-02  -1.15940E-02
  32 <-  2  1.49128E+01    2.92570E-02  -2.37870E-03   1.38350E-02  -3.62520E-02   4.59340E-02  -2.09540E-02
  33 <-  2  1.49340E+01    3.16650E-02  -2.95060E-03   1.69570E-02  -4.51910E-02   5.79330E-02  -2.67130E-02
  34 <-  2  1.49552E+01    3.30600E-02  -3.28120E-03   1.87720E-02  -5.02810E-02   6.46650E-02  -2.98970E-02
  35 <-  2  1.49763E+01    3.35560E-02  -3.37290E-03   1.92890E-02  -5.15810E-02   6.62320E-02  -3.05670E-02
  36 <-  2  1.49973E+01    2.90700E-02  -2.21420E-03   1.29910E-02  -3.32230E-02   4.12490E-02  -1.84150E-02
  37 <-  2  1.50182E+01    1.71340E-02   1.55270E-05   8.62150E-04   1.90030E-03  -6.32000E-03   4.61810E-03
  38 <-  2  1.50388E+01    1.70650E-02   4.35430E-05   7.20900E-04   2.39430E-03  -7.07410E-03   5.02420E-03
  39 <-  2  1.50592E+01    1.69560E-02   7.32510E-05   5.67390E-04   2.91050E-03  -7.84680E-03   5.43440E-03
  40 <-  2  1.50794E+01    1.68150E-02   1.04530E-04   4.03140E-04   3.44900E-03  -8.64210E-03   5.85240E-03
  41 <-  2  1.50994E+01    1.66250E-02   1.37490E-04   2.25760E-04   4.00810E-03  -9.45020E-03   6.27010E-03
  42 <-  2  1.51190E+01    1.63870E-02   1.71050E-04   4.08000E-05   4.56850E-03  -1.02420E-02   6.67200E-03
  43 <-  2  1.51384E+01    1.61160E-02   2.06550E-04  -1.56280E-04   5.15740E-03  -1.10660E-02   7.08690E-03
  44 <-  2  1.51575E+01    1.58000E-02   2.43970E-04  -3.66340E-04   5.77180E-03  -1.19140E-02   7.50840E-03
  45 <-  2  1.51763E+01    1.54270E-02   2.83290E-04  -5.90420E-04   6.41050E-03  -1.27800E-02   7.93260E-03
  46 <-  2  1.51948E+01    1.49960E-02   3.25010E-04  -8.30420E-04   7.08250E-03  -1.36800E-02   8.36850E-03
  47 <-  2  1.52130E+01    1.45470E-02   3.66490E-04  -1.06960E-03   7.74800E-03  -1.45670E-02   8.79560E-03
  48 <-  2  1.52308E+01    1.40600E-02   4.09340E-04  -1.31710E-03   8.43210E-03  -1.54740E-02   9.22960E-03
  49 <-  2  1.52484E+01    1.35050E-02   4.57220E-04  -1.59250E-03   9.19550E-03  -1.64860E-02   9.71400E-03
  50 <-  2  1.52657E+01    1.27160E-02   5.22500E-04  -1.96620E-03   1.02290E-02  -1.78530E-02   1.03650E-02
  51 <-  2  1.52826E+01    1.19190E-02   5.81920E-04  -2.30890E-03   1.11640E-02  -1.90780E-02   1.09430E-02
  52 <-  2  1.52992E+01    1.18980E-02   5.64510E-04  -2.23120E-03   1.08700E-02  -1.86190E-02   1.06960E-02
  53 <-  2  1.53155E+01    1.19400E-02   5.39990E-04  -2.11580E-03   1.04630E-02  -1.80010E-02   1.03710E-02
  54 <-  2  1.53315E+01    1.20570E-02   5.07300E-04  -1.95660E-03   9.92360E-03  -1.72010E-02   9.95430E-03
  55 <-  2  1.53472E+01    1.23590E-02   4.56240E-04  -1.69750E-03   9.09370E-03  -1.60040E-02   9.34430E-03
  56 <-  2  1.53626E+01    1.29120E-02   3.78640E-04  -1.29390E-03   7.84310E-03  -1.42320E-02   8.45400E-03
  57 <-  2  1.53777E+01    1.40410E-02   2.35300E-04  -5.32090E-04   5.55090E-03  -1.10410E-02   6.87230E-03
  58 <-  2  1.53925E+01    1.64550E-02  -8.14830E-05   1.17410E-03   5.10400E-04  -4.10360E-03   3.46480E-03
  59 <-  2  1.54070E+01    2.12260E-02  -8.20400E-04   5.18100E-03  -1.12060E-02   1.19180E-02  -4.36090E-03
  60 <-  2  1.54213E+01    2.58680E-02  -1.71420E-03   1.00280E-02  -2.53550E-02   3.12370E-02  -1.37840E-02
  61 <-  2  1.54352E+01    2.98370E-02  -2.61800E-03   1.49260E-02  -3.96360E-02   5.07210E-02  -2.32810E-02
  62 <-  2  1.54489E+01    3.13650E-02  -3.01240E-03   1.70470E-02  -4.58460E-02   5.92060E-02  -2.74200E-02
  63 <-  2  1.54622E+01    3.09940E-02  -2.94250E-03   1.66390E-02  -4.47200E-02   5.77130E-02  -2.67080E-02
  64 <-  2  1.54754E+01    3.06270E-02  -2.87390E-03   1.62390E-02  -4.36180E-02   5.62550E-02  -2.60140E-02
  65 <-  2  1.54882E+01    3.02580E-02  -2.80600E-03   1.58430E-02  -4.25290E-02   5.48150E-02  -2.53300E-02
  66 <-  2  1.55008E+01    1.34590E-02   9.66250E-05   3.68840E-05   3.19270E-03  -7.22450E-03   4.76290E-03
  67 <-  2  1.55131E+01    1.32260E-02   9.97610E-05   4.61920E-07   3.22140E-03  -7.19650E-03   4.72070E-03
  68 <-  2  1.55252E+01    1.29870E-02   1.03000E-04  -3.63810E-05   3.24980E-03  -7.16700E-03   4.67730E-03
  69 <-  2  1.55370E+01    1.27430E-02   1.05200E-04  -6.80420E-05   3.25840E-03  -7.10600E-03   4.61650E-03
  70 <-  2  1.55485E+01    1.24570E-02   1.06180E-04  -9.59900E-05   3.23570E-03  -6.98450E-03   4.51830E-03
  71 <-  2  1.55595E+01    1.19580E-02   1.02950E-04  -1.16550E-04   3.09180E-03  -6.61080E-03   4.25960E-03
  DE <-  2  1.55679E+01    2.00820E-01  -1.13480E-01   6.43200E-01  -1.67600E+00   2.14710E+00  -1.00000E+00
