# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=3) -> e + H2(B1Su) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
  20 <-  3  1.22443E+01    9.15250E-02   4.69900E-03  -4.17740E-02   1.06500E-01  -1.02250E-01   3.58060E-02
  21 <-  3  1.23335E+01    4.55750E-02  -3.49410E-04  -5.36860E-03   1.76000E-02  -1.71690E-02   5.64370E-03
  22 <-  3  1.24196E+01    5.74560E-07   8.38150E-05  -5.83290E-04   2.95610E-03  -5.63580E-03   3.47280E-03
  23 <-  3  1.25026E+01    2.22270E-02   5.07220E-03  -1.99990E-02   4.11970E-02  -4.24150E-02   1.75960E-02
  24 <-  3  1.25825E+01    5.23050E-02   1.18960E-02  -5.14820E-02   1.08970E-01  -1.09070E-01   4.31070E-02
  25 <-  3  1.26593E+01    7.62520E-02   1.92350E-02  -8.72030E-02   1.86810E-01  -1.84550E-01   7.11840E-02
  26 <-  3  1.27330E+01    9.55450E-02   2.59770E-02  -1.21160E-01   2.61130E-01  -2.55620E-01   9.69600E-02
  27 <-  3  1.28035E+01    1.10730E-01   3.14470E-02  -1.49620E-01   3.23560E-01  -3.14430E-01   1.17700E-01
  28 <-  3  1.28707E+01    1.22170E-01   3.53460E-02  -1.70760E-01   3.70190E-01  -3.57700E-01   1.32480E-01
  29 <-  3  1.29344E+01    1.30130E-01   3.75980E-02  -1.83950E-01   3.99700E-01  -3.84650E-01   1.41300E-01
  30 <-  3  1.29942E+01    1.34750E-01   3.82670E-02  -1.89270E-01   4.12370E-01  -3.96030E-01   1.44690E-01
  31 <-  3  1.30496E+01    1.36370E-01   3.70070E-02  -1.84810E-01   4.03000E-01  -3.85230E-01   1.39580E-01
  32 <-  3  1.31000E+01    1.34370E-01   3.41060E-02  -1.71810E-01   3.74960E-01  -3.56950E-01   1.28380E-01
  33 <-  3  1.31442E+01    1.27770E-01   2.94350E-02  -1.49410E-01   3.26320E-01  -3.09490E-01   1.10570E-01
  34 <-  3  1.31801E+01    1.14180E-01   2.26200E-02  -1.15560E-01   2.52540E-01  -2.38790E-01   8.48500E-02
  35 <-  3  1.32048E+01    8.78460E-02   1.30380E-02  -6.69050E-02   1.46290E-01  -1.38060E-01   4.88780E-02
  36 <-  3  1.32156E+01    4.70510E-02   3.69790E-03  -1.90130E-02   4.15840E-02  -3.92130E-02   1.38620E-02
  37 <-  3  1.32186E+01    2.73870E-02   1.24890E-03  -6.42500E-03   1.40540E-02  -1.32490E-02   4.68200E-03
  38 <-  3  1.32197E+01    1.66550E-02   4.61320E-04  -2.37370E-03   5.19210E-03  -4.89450E-03   1.72930E-03
  39 <-  3  1.32201E+01    1.07690E-02   1.92800E-04  -9.92100E-04   2.17010E-03  -2.04570E-03   7.22780E-04
  DE <-  3  1.32202E+01    8.14780E-01   7.00490E-01  -4.33520E+00   9.67890E+00  -8.93270E+00   2.90070E+00
