# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=3) -> e + H2(H1Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
  20 <-  3  1.41939E+01    2.13800E-05   3.76800E-11   1.08910E-09   2.92080E-09  -9.26210E-09   6.76220E-09
  21 <-  3  1.42250E+01    6.56460E-05   1.03690E-09   6.04330E-09   4.29890E-08  -1.11300E-07   7.68230E-08
  22 <-  3  1.42552E+01    4.95650E-04   2.15260E-07  -4.79400E-07   5.42490E-06  -1.09140E-05   6.84040E-06
  23 <-  3  1.42674E+01    2.49890E-02   1.00690E-03  -3.55770E-03   2.22050E-02  -4.06390E-02   2.43100E-02
  24 <-  3  1.42845E+01    8.85820E-04   1.64980E-06  -6.52590E-06   3.53110E-05  -6.24520E-05   3.66880E-05
  25 <-  3  1.43125E+01    1.09110E-03   3.27930E-06  -1.42240E-05   6.91550E-05  -1.18750E-04   6.86650E-05
  26 <-  3  1.43384E+01    3.29750E-03   3.49860E-05  -1.59880E-04   7.39530E-04  -1.25140E-03   7.18090E-04
  27 <-  3  1.43546E+01    1.01250E-02   3.32210E-04  -1.55030E-03   7.12650E-03  -1.20450E-02   6.91260E-03
  28 <-  3  1.43693E+01    6.69150E-03   1.49020E-04  -7.10660E-04   3.23280E-03  -5.44940E-03   3.12500E-03
  29 <-  3  1.43917E+01    5.10380E-03   6.65980E-05  -3.22000E-04   1.55170E-03  -2.66960E-03   1.55270E-03
  30 <-  3  1.44134E+01    6.86790E-03  -2.31830E-05   1.53460E-04   1.66590E-04  -7.83160E-04   6.33050E-04
  31 <-  3  1.44341E+01    1.10930E-02  -3.44460E-04   1.88730E-03  -4.89420E-03   6.13620E-03  -2.76240E-03
  32 <-  3  1.44549E+01    8.83970E-03  -2.04360E-04   1.10590E-03  -2.77760E-03   3.38940E-03  -1.47910E-03
  33 <-  3  1.44760E+01    1.62140E-03   6.10600E-05  -3.46740E-04   1.27370E-03  -1.98900E-03   1.09390E-03
  34 <-  3  1.44972E+01    1.75060E-03   3.18610E-05  -1.91680E-04   7.23060E-04  -1.14620E-03   6.39750E-04
  35 <-  3  1.45183E+01    9.94660E-04   2.01150E-05  -1.26990E-04   4.58610E-04  -7.14060E-04   3.95280E-04
  36 <-  3  1.45393E+01    1.85060E-04   1.01010E-05  -6.78470E-05   2.32660E-04  -3.52980E-04   1.92920E-04
  37 <-  3  1.45602E+01    4.23170E-04   1.54700E-06  -1.38660E-05   4.52650E-05  -6.44490E-05   3.37680E-05
  38 <-  3  1.45808E+01    2.25790E-04  -2.13020E-07   1.11050E-06   1.04530E-05  -2.50180E-05   1.37030E-05
  39 <-  3  1.46013E+01    7.84180E-04  -1.94040E-07   1.53500E-05  -3.65810E-05   5.67890E-05  -3.71360E-05
  40 <-  3  1.46215E+01    2.13980E-03  -9.59010E-06   8.30160E-05  -2.17280E-04   2.95670E-04  -1.53280E-04
  41 <-  3  1.46414E+01    4.07400E-03  -4.77180E-05   3.10430E-04  -8.46420E-04   1.12300E-03  -5.43760E-04
  42 <-  3  1.46611E+01    5.35750E-03  -8.30830E-05   5.21710E-04  -1.41540E-03   1.86280E-03  -8.91410E-04
  43 <-  3  1.46805E+01    6.51760E-03  -1.22620E-04   7.55650E-04  -2.03890E-03   2.66780E-03  -1.26740E-03
  44 <-  3  1.46996E+01    7.65840E-03  -1.69770E-04   1.03110E-03  -2.77390E-03   3.61640E-03  -1.70960E-03
  45 <-  3  1.47184E+01    8.70180E-03  -2.19110E-04   1.31750E-03  -3.53320E-03   4.59140E-03  -2.16190E-03
  46 <-  3  1.47369E+01    9.76780E-03  -2.78060E-04   1.65580E-03  -4.43820E-03   5.75910E-03  -2.70520E-03
  47 <-  3  1.47550E+01    1.08600E-02  -3.47710E-04   2.05190E-03  -5.50690E-03   7.14470E-03  -3.35200E-03
  48 <-  3  1.47729E+01    1.20480E-02  -4.35740E-04   2.54800E-03  -6.86340E-03   8.91770E-03  -4.18490E-03
  49 <-  3  1.47904E+01    1.28050E-02  -4.89820E-04   2.85560E-03  -7.66640E-03   9.93480E-03  -4.65000E-03
  50 <-  3  1.48077E+01    1.33650E-02  -5.27790E-04   3.07290E-03  -8.20670E-03   1.05940E-02  -4.94120E-03
  51 <-  3  1.48246E+01    1.38310E-02  -5.58280E-04   3.24780E-03  -8.62440E-03   1.10870E-02  -5.15120E-03
  52 <-  3  1.48413E+01    1.42620E-02  -5.87200E-04   3.41310E-03  -9.01520E-03   1.15440E-02  -5.34340E-03
  53 <-  3  1.48576E+01    1.47120E-02  -6.20640E-04   3.60220E-03  -9.47770E-03   1.20990E-02  -5.58370E-03
  54 <-  3  1.48736E+01    1.52170E-02  -6.63380E-04   3.84130E-03  -1.00890E-02   1.28580E-02  -5.92290E-03
  55 <-  3  1.48893E+01    1.59130E-02  -7.33350E-04   4.22880E-03  -1.11330E-02   1.42060E-02  -6.54770E-03
  56 <-  3  1.49047E+01    1.68150E-02  -8.35690E-04   4.79270E-03  -1.26930E-02   1.62530E-02  -7.51080E-03
  57 <-  3  1.49198E+01    1.73400E-02  -8.92700E-04   5.10690E-03  -1.35300E-02   1.73240E-02  -8.00230E-03
  58 <-  3  1.49346E+01    1.78880E-02  -9.56610E-04   5.45780E-03  -1.44790E-02   1.85480E-02  -8.56940E-03
  59 <-  3  1.49491E+01    1.85190E-02  -1.03590E-03   5.89230E-03  -1.56720E-02   2.01050E-02  -9.29720E-03
  60 <-  3  1.49633E+01    1.88590E-02  -1.07550E-03   6.10850E-03  -1.62370E-02   2.08150E-02  -9.61730E-03
  61 <-  3  1.49772E+01    1.91370E-02  -1.10760E-03   6.28300E-03  -1.66870E-02   2.13720E-02  -9.86480E-03
  62 <-  3  1.49909E+01    1.93290E-02  -1.12790E-03   6.39300E-03  -1.69530E-02   2.16840E-02  -9.99440E-03
  63 <-  3  1.50043E+01    1.10750E-02  -1.16350E-04   8.65920E-04  -9.29540E-04   1.47030E-07   4.81380E-04
  64 <-  3  1.50174E+01    1.11440E-02  -1.15660E-04   8.62850E-04  -8.86250E-04  -8.88780E-05   5.37630E-04
  65 <-  3  1.50302E+01    1.12000E-02  -1.14780E-04   8.58290E-04  -8.42920E-04  -1.74580E-04   5.90960E-04
  66 <-  3  1.50428E+01    1.12410E-02  -1.13500E-04   8.51270E-04  -7.96530E-04  -2.61170E-04   6.43450E-04
  67 <-  3  1.50552E+01    1.12680E-02  -1.11960E-04   8.42430E-04  -7.49250E-04  -3.45390E-04   6.93390E-04
  68 <-  3  1.50672E+01    1.12800E-02  -1.10180E-04   8.31850E-04  -7.01950E-04  -4.25540E-04   7.39730E-04
  69 <-  3  1.50790E+01    1.12680E-02  -1.07880E-04   8.17770E-04  -6.51530E-04  -5.04180E-04   7.83080E-04
  70 <-  3  1.50905E+01    1.12020E-02  -1.04460E-04   7.95650E-04  -5.94130E-04  -5.79070E-04   8.19430E-04
  71 <-  3  1.51015E+01    1.09200E-02  -9.71290E-05   7.43920E-04  -5.16230E-04  -6.28680E-04   8.22770E-04
  DE <-  3  1.51099E+01    1.75030E-01  -6.02400E-02   4.00400E-01  -1.00800E+00   1.34750E+00  -6.84510E-01
