# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=3) -> e + H2(H1Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  3  1.25502E+01    2.17320E-01  -1.02060E-01   7.17110E-01  -1.94040E+00   2.52510E+00  -1.19750E+00
   1 <-  3  1.28252E+01    2.33410E-01  -1.42780E-01   9.00950E-01  -2.43400E+00   3.14050E+00  -1.46770E+00
   2 <-  3  1.30744E+01    1.42460E-01  -3.76870E-02   2.65760E-01  -6.71060E-01   8.31300E-01  -3.77530E-01
   3 <-  3  1.32913E+01    2.68210E-02  -2.04310E-03   1.23730E-02  -3.34180E-02   4.29350E-02  -1.99310E-02
   4 <-  3  1.34912E+01    4.98690E-02  -1.52030E-03   2.10520E-02  -4.58600E-02   5.19250E-02  -2.17960E-02
   5 <-  3  1.36799E+01    9.44460E-02  -1.51440E-02   1.09550E-01  -2.65950E-01   3.17040E-01  -1.36630E-01
   6 <-  3  1.37767E+01   -1.13100E-17   9.15980E-28  -1.90800E-26   1.01320E-25  -1.21990E-25   3.64810E-26
   7 <-  3  1.38209E+01    3.84640E-12  -4.89880E-23   1.48320E-22   2.60480E-23  -2.14160E-22   7.98860E-23
   8 <-  3  1.38530E+01    1.17050E-01  -3.37930E-02   2.09440E-01  -5.46240E-01   6.86080E-01  -3.10340E-01
   9 <-  3  1.38652E+01    2.27560E-11   9.39130E-22  -1.59380E-21   1.20730E-20  -2.26090E-20   1.35730E-20
  10 <-  3  1.39077E+01    1.25300E-10  -4.45140E-20   2.72590E-19  -7.50950E-19   9.76160E-19  -4.53670E-19
  11 <-  3  1.39480E+01    9.18830E-10  -2.46870E-18   1.44920E-17  -3.90700E-17   5.01830E-17  -2.31590E-17
  12 <-  3  1.39868E+01    1.04600E-08  -2.73890E-16   1.65990E-15  -4.28310E-15   5.32380E-15  -2.37930E-15
  13 <-  3  1.40100E+01    6.45330E-02  -1.86870E-03   2.42590E-02  -2.63040E-02  -2.17330E-03   1.67980E-02
  14 <-  3  1.40242E+01    5.95150E-08  -1.42950E-15   1.96930E-14  -1.89190E-14  -7.18910E-15   1.71810E-14
  15 <-  3  1.40602E+01    9.70820E-08  -2.77550E-15   4.61310E-14  -2.72280E-14  -5.49220E-14   6.51310E-14
  16 <-  3  1.40951E+01    3.92530E-07  -2.90160E-14   6.52030E-13  -6.88380E-14  -1.48110E-12   1.38160E-12
  17 <-  3  1.41290E+01    3.22330E-06  -8.71370E-13   3.70200E-11   2.09700E-11  -1.39630E-10   1.14810E-10
  18 <-  3  1.41492E+01    4.49690E-02  -3.91640E-05   6.35670E-03   7.20950E-03  -3.20370E-02   2.49980E-02
  19 <-  3  1.41619E+01    1.81890E-05   7.49000E-12   9.48990E-10   1.51480E-09  -5.76300E-09   4.37460E-09
