# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=0) -> e + H2(h3Sg) (dissociative excitation)
# Initial-state energy: -1.16453 Hartrees
#
# Threshold: 1.46815E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.46815E+01   0.00000E+00
  1.50000E+01   6.89036E-03
  1.55000E+01   2.46336E-02
  1.60000E+01   4.28793E-02
  1.65000E+01   4.46433E-02
  1.70000E+01   4.30634E-02
  1.75000E+01   4.05236E-02
  1.80000E+01   3.76189E-02
  1.85000E+01   3.50659E-02
  1.90000E+01   3.26379E-02
  1.95000E+01   3.04287E-02
  2.00000E+01   2.84134E-02
  2.10000E+01   2.48105E-02
  2.20000E+01   2.17530E-02
  2.30000E+01   1.90815E-02
  2.40000E+01   1.68647E-02
  2.50000E+01   1.49754E-02
  2.60000E+01   1.33562E-02
  2.70000E+01   1.19609E-02
  2.80000E+01   1.07525E-02
  2.90000E+01   9.70093E-03
  3.00000E+01   8.78178E-03
  3.50000E+01   5.57480E-03
  4.00000E+01   3.75294E-03
  4.50000E+01   2.64574E-03
  5.00000E+01   1.93460E-03
  6.00000E+01   1.12481E-03
  7.00000E+01   7.10845E-04
  8.00000E+01   4.77557E-04
  9.00000E+01   3.36186E-04
  1.00000E+02   2.45564E-04
  1.25000E+02   1.26223E-04
  1.50000E+02   7.32630E-05
