# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=0) -> e + H2(i3Pg) (dissociative excitation)
# Initial-state energy: -1.16453 Hartrees
#
# Threshold: 1.46815E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.46815E+01   0.00000E+00
  1.50000E+01   6.03995E-04
  1.55000E+01   3.12332E-03
  1.60000E+01   7.07851E-03
  1.65000E+01   8.54808E-03
  1.70000E+01   9.17100E-03
  1.75000E+01   9.29098E-03
  1.80000E+01   9.15199E-03
  1.85000E+01   8.92496E-03
  1.90000E+01   8.62067E-03
  1.95000E+01   8.28510E-03
  2.00000E+01   7.93671E-03
  2.10000E+01   7.24411E-03
  2.20000E+01   6.58820E-03
  2.30000E+01   5.98525E-03
  2.40000E+01   5.43906E-03
  2.50000E+01   4.94828E-03
  2.60000E+01   4.50873E-03
  2.70000E+01   4.11561E-03
  2.80000E+01   3.76406E-03
  2.90000E+01   3.44946E-03
  3.00000E+01   3.16754E-03
  3.50000E+01   2.12979E-03
  4.00000E+01   1.49629E-03
  4.50000E+01   1.09031E-03
  5.00000E+01   8.18842E-04
  6.00000E+01   4.96097E-04
  7.00000E+01   3.23319E-04
  8.00000E+01   2.22545E-04
  9.00000E+01   1.59804E-04
  1.00000E+02   1.18689E-04
  1.25000E+02   6.30162E-05
  1.50000E+02   3.74646E-05
