# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=3) -> e + H2(b3Su) (dissociative excitation)
# Initial-state energy: -1.11083 Hartrees
#
# Threshold: 3.01548E+00 eV
#
# Energy (eV)   CS (a_0^2)
  3.01548E+00   0.00000E+00
  3.50000E+00   6.33910E-05
  4.00000E+00   2.57550E-04
  4.50000E+00   1.55250E-02
  5.00000E+00   1.18923E-01
  5.50000E+00   4.42866E-01
  6.00000E+00   1.07880E+00
  6.50000E+00   1.47375E+00
  7.00000E+00   1.72100E+00
  7.50000E+00   1.99819E+00
  8.00000E+00   2.11661E+00
  8.50000E+00   2.22375E+00
  9.00000E+00   2.24852E+00
  9.50000E+00   2.24722E+00
  1.00000E+01   2.23310E+00
  1.05000E+01   2.20530E+00
  1.10000E+01   2.14627E+00
  1.15000E+01   2.05972E+00
  1.20000E+01   1.97252E+00
  1.25000E+01   1.92472E+00
  1.30000E+01   1.88057E+00
  1.35000E+01   1.81669E+00
  1.40000E+01   1.73609E+00
  1.45000E+01   1.62386E+00
  1.50000E+01   1.51031E+00
  1.55000E+01   1.42080E+00
  1.60000E+01   1.34098E+00
  1.65000E+01   1.26828E+00
  1.70000E+01   1.20011E+00
  1.75000E+01   1.13446E+00
  1.80000E+01   1.07159E+00
  1.85000E+01   1.01231E+00
  1.90000E+01   9.57457E-01
  1.95000E+01   9.07847E-01
  2.00000E+01   8.64307E-01
  2.10000E+01   7.88458E-01
  2.20000E+01   7.21182E-01
  2.30000E+01   6.61503E-01
  2.40000E+01   6.08444E-01
  2.50000E+01   5.61028E-01
  2.60000E+01   5.18280E-01
  2.70000E+01   4.79221E-01
  2.80000E+01   4.42875E-01
  2.90000E+01   4.08266E-01
  3.00000E+01   3.74416E-01
  3.50000E+01   2.54176E-01
  4.00000E+01   1.88402E-01
  4.50000E+01   1.40992E-01
  5.00000E+01   1.12993E-01
  6.00000E+01   8.00709E-02
  7.00000E+01   5.82802E-02
  8.00000E+01   4.79344E-02
  9.00000E+01   3.64874E-02
  1.00000E+02   2.68408E-02
  1.25000E+02   1.26958E-02
  1.50000E+02   6.83540E-03
