# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=3) -> e + H2(j3Dg) (dissociative excitation)
# Initial-state energy: -1.11083 Hartrees
#
# Threshold: 1.51099E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.51099E+01   0.00000E+00
  1.55000E+01   9.22564E-05
  1.60000E+01   3.82384E-04
  1.65000E+01   1.25064E-03
  1.70000E+01   2.51462E-03
  1.75000E+01   3.34217E-03
  1.80000E+01   3.40895E-03
  1.85000E+01   3.87137E-03
  1.90000E+01   3.73832E-03
  1.95000E+01   3.60360E-03
  2.00000E+01   3.44403E-03
  2.10000E+01   3.13764E-03
  2.20000E+01   2.84555E-03
  2.30000E+01   2.57367E-03
  2.40000E+01   2.33028E-03
  2.50000E+01   2.11806E-03
  2.60000E+01   1.92578E-03
  2.70000E+01   1.75382E-03
  2.80000E+01   1.60053E-03
  2.90000E+01   1.46394E-03
  3.00000E+01   1.34205E-03
  3.50000E+01   8.97202E-04
  4.00000E+01   6.27713E-04
  4.50000E+01   4.56090E-04
  5.00000E+01   3.41821E-04
  6.00000E+01   2.06545E-04
  7.00000E+01   1.34418E-04
  8.00000E+01   9.24547E-05
  9.00000E+01   6.63694E-05
  1.00000E+02   4.92918E-05
  1.25000E+02   2.61843E-05
  1.50000E+02   1.55814E-05
