# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=3) -> e + H2(d3Pu) (dissociative excitation)
# Initial-state energy: -1.11083 Hartrees
#
# Threshold: 1.51099E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.51099E+01   0.00000E+00
  1.55000E+01   4.58763E-04
  1.60000E+01   2.36081E-03
  1.65000E+01   7.09770E-03
  1.70000E+01   1.22658E-02
  1.75000E+01   1.61570E-02
  1.80000E+01   1.92363E-02
  1.85000E+01   2.04467E-02
  1.90000E+01   2.10012E-02
  1.95000E+01   2.12193E-02
  2.00000E+01   2.11834E-02
  2.10000E+01   2.06583E-02
  2.20000E+01   1.96905E-02
  2.30000E+01   1.86498E-02
  2.40000E+01   1.75605E-02
  2.50000E+01   1.64432E-02
  2.60000E+01   1.53674E-02
  2.70000E+01   1.43440E-02
  2.80000E+01   1.33814E-02
  2.90000E+01   1.24825E-02
  3.00000E+01   1.16469E-02
  3.50000E+01   8.31583E-03
  4.00000E+01   6.13427E-03
  4.50000E+01   4.63355E-03
  5.00000E+01   3.57926E-03
  6.00000E+01   2.26223E-03
  7.00000E+01   1.52076E-03
  8.00000E+01   1.07230E-03
  9.00000E+01   7.85178E-04
  1.00000E+02   5.92746E-04
  1.25000E+02   3.24768E-04
  1.50000E+02   1.97614E-04
