# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=13) -> e + H2(a3Sg) (dissociative excitation)
# Initial-state energy: -1.00346 Hartrees
#
# Threshold: 1.02985E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.02985E+01   0.00000E+00
  1.05000E+01   1.08515E-03
  1.15000E+01   1.58076E-02
  1.20000E+01   2.65696E-02
  1.25000E+01   3.52023E-02
  1.30000E+01   3.87875E-02
  1.35000E+01   4.30995E-02
  1.40000E+01   4.04690E-02
  1.45000E+01   3.96275E-02
  1.50000E+01   3.75103E-02
  1.55000E+01   3.54759E-02
  1.60000E+01   3.37587E-02
  1.65000E+01   3.25678E-02
  1.70000E+01   3.15209E-02
  1.75000E+01   3.06318E-02
  1.80000E+01   2.92981E-02
  1.85000E+01   2.80367E-02
  1.90000E+01   2.67626E-02
  1.95000E+01   2.54691E-02
  2.00000E+01   2.41748E-02
  2.10000E+01   2.16418E-02
  2.20000E+01   1.93113E-02
  2.30000E+01   1.72200E-02
  2.40000E+01   1.53689E-02
  2.50000E+01   1.37420E-02
  2.60000E+01   1.23165E-02
  2.70000E+01   1.10681E-02
  2.80000E+01   9.97389E-03
  2.90000E+01   9.01292E-03
  3.00000E+01   8.16694E-03
  3.50000E+01   5.18295E-03
  4.00000E+01   3.48085E-03
  4.50000E+01   2.45238E-03
  5.00000E+01   1.79225E-03
  6.00000E+01   1.04094E-03
  7.00000E+01   6.57153E-04
  8.00000E+01   4.41036E-04
  9.00000E+01   3.10179E-04
  1.00000E+02   2.26364E-04
  1.25000E+02   1.16117E-04
  1.50000E+02   6.72795E-05
