# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=13) -> e + H2(h3Sg) (dissociative excitation)
# Initial-state energy: -1.00346 Hartrees
#
# Threshold: 1.02985E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.02985E+01   0.00000E+00
  1.15000E+01   8.43995E-02
  1.20000E+01   1.08508E-01
  1.25000E+01   1.23982E-01
  1.30000E+01   1.35260E-01
  1.35000E+01   1.40928E-01
  1.40000E+01   1.43488E-01
  1.45000E+01   1.43682E-01
  1.50000E+01   1.44370E-01
  1.55000E+01   1.40801E-01
  1.60000E+01   1.37987E-01
  1.65000E+01   1.33532E-01
  1.70000E+01   1.28959E-01
  1.75000E+01   1.23937E-01
  1.80000E+01   1.18888E-01
  1.85000E+01   1.14178E-01
  1.90000E+01   1.09636E-01
  1.95000E+01   1.05090E-01
  2.00000E+01   1.00572E-01
  2.10000E+01   9.18399E-02
  2.20000E+01   8.37744E-02
  2.30000E+01   7.62376E-02
  2.40000E+01   6.94716E-02
  2.50000E+01   6.33954E-02
  2.60000E+01   5.79478E-02
  2.70000E+01   5.30640E-02
  2.80000E+01   4.86830E-02
  2.90000E+01   4.47483E-02
  3.00000E+01   4.12087E-02
  3.50000E+01   2.80376E-02
  4.00000E+01   1.98591E-02
  4.50000E+01   1.45506E-02
  5.00000E+01   1.09678E-02
  6.00000E+01   6.67070E-03
  7.00000E+01   4.35295E-03
  8.00000E+01   2.99586E-03
  9.00000E+01   2.14943E-03
  1.00000E+02   1.59449E-03
  1.25000E+02   8.42687E-04
  1.50000E+02   4.98796E-04
