# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=13) -> e + H2(b3Su) (dissociative excitation)
# Initial-state energy: -1.00346 Hartrees
#
# Threshold: 9.40169E-02 eV
#
# Energy (eV)   CS (a_0^2)
  9.40169E-02   0.00000E+00
  5.00000E-01   1.51286E+01
  1.00000E+00   2.70668E+01
  1.50000E+00   2.22755E+01
  2.00000E+00   1.55715E+01
  2.50000E+00   1.30593E+01
  3.00000E+00   1.17657E+01
  3.50000E+00   1.07239E+01
  4.00000E+00   1.00198E+01
  4.50000E+00   9.41239E+00
  5.00000E+00   8.91616E+00
  5.50000E+00   8.46740E+00
  6.00000E+00   8.05963E+00
  6.50000E+00   7.66809E+00
  7.00000E+00   7.28397E+00
  7.50000E+00   6.88794E+00
  8.00000E+00   6.48677E+00
  8.50000E+00   6.08299E+00
  9.00000E+00   5.67001E+00
  9.50000E+00   5.22751E+00
  1.00000E+01   4.79926E+00
  1.05000E+01   4.42503E+00
  1.10000E+01   4.09657E+00
  1.15000E+01   3.82543E+00
  1.20000E+01   3.59195E+00
  1.25000E+01   3.38062E+00
  1.30000E+01   3.19057E+00
  1.35000E+01   3.01584E+00
  1.40000E+01   2.85612E+00
  1.45000E+01   2.71041E+00
  1.50000E+01   2.57482E+00
  1.55000E+01   2.44082E+00
  1.60000E+01   2.30893E+00
  1.65000E+01   2.18325E+00
  1.70000E+01   2.06788E+00
  1.75000E+01   1.96103E+00
  1.80000E+01   1.85896E+00
  1.85000E+01   1.76285E+00
  1.90000E+01   1.67389E+00
  1.95000E+01   1.59326E+00
  2.00000E+01   1.52213E+00
  2.10000E+01   1.39727E+00
  2.20000E+01   1.28568E+00
  2.30000E+01   1.18594E+00
  2.40000E+01   1.09667E+00
  2.50000E+01   1.01645E+00
  2.60000E+01   9.43887E-01
  2.70000E+01   8.77574E-01
  2.80000E+01   8.16110E-01
  2.90000E+01   7.58090E-01
  3.00000E+01   7.02114E-01
  3.50000E+01   5.13078E-01
  4.00000E+01   4.13678E-01
  4.50000E+01   3.33856E-01
  5.00000E+01   2.81505E-01
  6.00000E+01   2.07823E-01
  7.00000E+01   1.42651E-01
  8.00000E+01   9.88763E-02
  9.00000E+01   6.92223E-02
  1.00000E+02   4.99247E-02
  1.25000E+02   2.60581E-02
  1.50000E+02   1.37426E-02
