# MCCC calculations of electron scattering on molecular hydrogen and isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al., Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=13) -> e + H2(i3Pg) (dissociative excitation)
# Initial-state energy: -1.00346 Hartrees
#
# Threshold: 1.02985E+01 eV
#
# Energy (eV)   CS (a_0^2)
  1.02985E+01   0.00000E+00
  1.05000E+01   4.43469E-03
  1.15000E+01   1.52609E-01
  1.20000E+01   1.86069E-01
  1.25000E+01   2.04672E-01
  1.30000E+01   2.12910E-01
  1.35000E+01   2.17149E-01
  1.40000E+01   2.16678E-01
  1.45000E+01   2.13525E-01
  1.50000E+01   2.08575E-01
  1.55000E+01   2.02192E-01
  1.60000E+01   1.95504E-01
  1.65000E+01   1.88011E-01
  1.70000E+01   1.80601E-01
  1.75000E+01   1.73027E-01
  1.80000E+01   1.65668E-01
  1.85000E+01   1.58486E-01
  1.90000E+01   1.51490E-01
  1.95000E+01   1.44727E-01
  2.00000E+01   1.38227E-01
  2.10000E+01   1.26064E-01
  2.20000E+01   1.15025E-01
  2.30000E+01   1.05068E-01
  2.40000E+01   9.61143E-02
  2.50000E+01   8.80686E-02
  2.60000E+01   8.08403E-02
  2.70000E+01   7.43423E-02
  2.80000E+01   6.84946E-02
  2.90000E+01   6.32245E-02
  3.00000E+01   5.84672E-02
  3.50000E+01   4.05847E-02
  4.00000E+01   2.92819E-02
  4.50000E+01   2.18218E-02
  5.00000E+01   1.67109E-02
  6.00000E+01   1.04298E-02
  7.00000E+01   6.94313E-03
  8.00000E+01   4.86501E-03
  9.00000E+01   3.54655E-03
  1.00000E+02   2.66840E-03
  1.25000E+02   1.45363E-03
  1.50000E+02   8.81124E-04
